Components Table:
2834,	Decimal64.acos
1090,	OrderedTuple.compareTo
2648,	SynchronizedMultivariateSummaryStatistics.setMaxImpl
982,	BSPTree.setAttribute
2759,	RegressionResults.getRSquared
1239,	ArrayFieldVector.checkVectorDimensions
2504,	SummaryStatistics.getPopulationVariance
540,	ComplexUtils.polar2Complex
352,	PolynomialFunctionLagrangeForm.evaluateInternal
1136,	Line.getReverse
1199,	AVLTree.size
1582,	SingularValueDecomposition.getInverseConditionNumber
2741,	AbstractMultipleLinearRegression.newYSampleData
596,	Dfp.asinh
917,	GeneticAlgorithm.getMutationPolicy
965,	Interval.getBarycenter
1750,	ContinuousOutputModel.init
1357,	BlockFieldMatrix.setColumn
477,	UnivariateSolverUtils.midpoint
893,	ListPopulation.iterator
2195,	StorelessBivariateCovariance.getResult
702,	Array2DRowRealMatrix.multiplyEntry
941,	Vector1D.getX
1511,	AbstractFieldMatrix.setColumnVector
2577,	MultivariateSummaryStatistics.getSumsqImpl
56,	DerivativeStructure.getField
384,	BlockRealMatrix.getColumnDimension
1094,	BoundarySizeVisitor.visitInternalNode
444,	TricubicSplineInterpolator.nextIndex
453,	PolynomialFunctionNewtonForm.getCoefficients
182,	DfpField.split
1026,	FieldVector3D.add
1846,	Min.increment
2268,	FDistribution.getSolverAbsoluteAccuracy
249,	BaseAbstractUnivariateIntegrator.getAbsoluteAccuracy
1453,	EigenDecomposition.getV
972,	BSPTree.split
2625,	SynchronizedDescriptiveStatistics.getStandardDeviation
2309,	PascalDistribution.getNumericalVariance
392,	MaxEval.getMaxEval
86,	FastMath.cosh
447,	UnivariatePeriodicInterpolator.interpolate
1515,	AbstractFieldMatrix.setSubMatrix
1372,	AbstractFieldMatrix.operate
468,	BaseAbstractUnivariateSolver.solve
1190,	AbstractRegion.contains
2090,	DescriptiveStatistics.getMean
466,	PolynomialsUtils.createJacobiPolynomial
774,	ExceptionContext.getMessage
2301,	HypergeometricDistribution.getLowerDomain
1771,	AbstractStepInterpolator.finalizeStep
2063,	UnivariatePointValuePair.getValue
1238,	ArrayFieldVector.outerProduct
2012,	MultiStartMultivariateOptimizer.clear
1197,	Segment.distance
1211,	AbstractRealMatrix.getRowVector
150,	JacobianFunction.value
1333,	AbstractFieldMatrix.extractField
2245,	Beta.logGammaMinusLogGammaSum
3,	DSCompiler.getCompiler
1455,	EigenDecomposition.getD
669,	AbstractRealDistribution.reseedRandomGenerator
2573,	MultivariateSummaryStatistics.setMeanImpl
1182,	Euclidean3D.getInstance
55,	DerivativeStructure.rint
888,	GeneticAlgorithm.getRandomGenerator
1919,	StepNormalizer.init
924,	NPointCrossover.crossover
471,	BaseAbstractUnivariateSolver.verifyInterval
2228,	ChiSquaredDistribution.cumulativeProbability
1426,	IterationManager.fireIterationStartedEvent
2353,	Erf.erfcInv
2580,	MultivariateSummaryStatistics.setSumImpl
1028,	FieldVector3D.getDelta
2017,	AbstractSimplex.getPoint
1175,	Vector3D.distanceSq
2617,	SynchronizedDescriptiveStatistics.addValue
1460,	SchurTransformer.computeShift
787,	MatrixUtils.createRealIdentityMatrix
319,	HermiteInterpolator.getPolynomials
755,	MixtureMultivariateRealDistribution.reseedRandomGenerator
1378,	AbstractFieldMatrix.toString
912,	GeneticAlgorithm.getCrossoverPolicy
2613,	GeometricMean.setSumLogImpl
2262,	FDistribution.calculateNumericalVariance
2118,	BaseAbstractUnivariateOptimizer.getMin
1054,	Line.reset
2810,	FastHadamardTransformer.transform
2478,	Skewness.evaluate
1780,	ContinuousOutputModel.append
2440,	Sum.copy
2877,	Decimal64.subtract
894,	ListPopulation.getChromosomes
959,	AbstractRegion.setBarycenter
2028,	MultivariateFunctionMappingAdapter.unboundedToBounded
543,	Quaternion.dotProduct
890,	Chromosome.getFitness
2769,	AbstractMultipleLinearRegression.getX
2787,	RegressionResults.getRegressionSumSquares
696,	Array2DRowRealMatrix.setEntry
1435,	RealVector.unmodifiableRealVector
1706,	KMeansPlusPlusClusterer.assignPointsToClusters
1747,	AbstractStepInterpolator.storeTime
2778,	SimpleRegression.getSignificance
2503,	SumOfLogs.getResult
1717,	CanberraDistance.compute
514,	NewtonSolver.solve
541,	Quaternion.add
2356,	DescriptiveStatistics.getN
104,	DerivativeStructure.linearCombination
325,	LoessInterpolator.nextNonzero
2682,	Frequency.clear
425,	ArrayRealVector.toArray
2115,	SimplexOptimizer.optimizeInternal
65,	PolynomialFunction.value
1912,	MidpointStepInterpolator.doCopy
2765,	OLSMultipleLinearRegression.calculateHat
336,	MicrosphereInterpolatingFunction.store
1703,	DBSCANClusterer.getEps
1791,	DormandPrince853StepInterpolator.doFinalize
1805,	EventFilter.g
762,	NonMonotonicSequenceException.getPrevious
1885,	AdamsBashforthIntegrator.integrate
1383,	DefaultFieldMatrixPreservingVisitor.start
558,	Vector3D.subtract
1126,	AbstractRegion.isEmpty
716,	Array2DRowRealMatrix.getData
2549,	ThirdMoment.getResult
1959,	SimplexTableau.getConstraintTypeCounts
1351,	BlockFieldMatrix.getColumn
2059,	BracketFinder.eval
218,	Log.value
457,	PolynomialFunction.subtract
734,	MultivariateNormalDistribution.getCovariances
2536,	AbstractUnivariateStatistic.evaluate
2881,	Incrementor.canIncrement
99,	MathUtils.hash
2269,	FDistribution.getNumericalVariance
256,	Incrementor.resetCount
1895,	RungeKuttaStepInterpolator.readExternal
1237,	ArrayFieldVector.getData
1603,	SparseFieldVector.dotProduct
1212,	DefaultRealMatrixChangingVisitor.end
2589,	MultivariateSummaryStatistics.append
308,	BigFractionField.getRuntimeClass
729,	SecondMoment.clear
1339,	BlockFieldMatrix.getEntry
645,	EnumeratedIntegerDistribution.isSupportConnected
1438,	DefaultIterativeLinearSolverEvent.getNormOfResidual
857,	FractionField.readResolve
1081,	SubPlane.split
1321,	BiDiagonalTransformer.getB
357,	DiagonalMatrix.getColumnDimension
1567,	RealVector.subtract
2393,	Covariance.getN
1400,	BlockRealMatrix.setColumnVector
360,	WeightedObservedPoint.getX
2835,	Decimal64.acosh
